By,"Status (complete, in progress, out of range, not map)",root_url,collection,Notes,Thumb,IIIF,georeference,Georeference Annotation ,XYZ map tiles,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,needs an expert,,https://archives.mountainscholar.org/iiif/2/p17393coll70:27/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:27/info.json,,,Camp Mitchell; Mud Springs Station; Ficklins Station,,"Collins, Caspar Wever, 1844-1865, mapmaker",,,,,,,,,,Nebraska; Wyoming,1864,,,,,,,,,,,1864 (?),,,,,1864,"Linen map containing 3 panels with diagrams of Camp Mitchell, Mud Springs Station, and Ficklins Station. Hand drawn and colored at the scale of 1 inch = 20 feet. Includes the whole map and sections of the map by station.","Diagrams of Camp Mitchell, Mud Springs Station, and Ficklins Station on the Platte River in the Nebraska Territory. These three locations are located on a single strip of linen, but each site is an individual map. The strip is 27 inches wide by 12 inches high, with each site occupying 1/3 of the strip. This map is marked by wrinkles and dirt stains and is stored in a mylar sleeve. The map of Camp Mitchell has 3 small holes in the lower left corner. The maps of all three sites are scaled at 20 feet to the inch, have legends and compass guide, are colored, and include dimensions of most structures. Each map also includes a smaller inset showing the location of the camp or station in a larger geographical sense.",,,,,Ficklins Station (Neb.) -- Maps; United States. Army. Cavalry -- History; Nebraska -- Maps; Wyoming -- Maps; Camp Mitchell (Neb.) -- Maps; Mud Springs Station (Neb.) -- Maps,,English,eng,,maps (documents); historical maps,27 x 12 inches,StillImage,,Special Collections Maps,,,,Colorado State University. Libraries,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://libguides.colostate.edu/copyright.",,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries (https://rightsstatements.org/page/NoC-US/1.0/). The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",,,,,http://hdl.handle.net/10217/37895,,,,,,,,,,,,,,,6/13/25,6/13/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/27,27,40.cpd,/p17393coll70/image/40.cpd
,skip,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,duplicate,,https://archives.mountainscholar.org/iiif/2/p17393coll70:28/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:28/info.json,,,Image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/28,28,41.pdfpage,/p17393coll70/image/41.pdfpage
Kasper,complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,same as above,,https://archives.mountainscholar.org/iiif/2/p17393coll70:29/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:29/info.json,https://annotations.allmaps.org/images/93684530c07117d7,https://allmaps.xyz/images/93684530c07117d7/{z}/{x}/{y}@2x.png,"Map of college grounds showing location of buildings, roads, walks, and contour lines",Campus map 1904,"Parshall, Ralph L. (Ralph Leroy), 1881-1959, mapmaker",,,,,,,,,,Fort Collins (Colo.); Larimer County (Colo.); Colorado,,,,,,,,,,,,1904,,,,,1904,Compliments of the Civil Engineering Dept. at bottom of map. Scale [ca. 1:960]. 1 1/4 inches to 100 feet.,"A topographic map of the Colorado Agricultural College in 1904. Map includes buildings, ditches and roads on the campus. Relief shown by contours on linen tracing cloth.",,,,,Colorado Agricultural College -- Maps; Colorado -- Maps; Maps,,English,eng,,maps (documents); historical maps,,StillImage,,Special Collections Maps,,,,Colorado State University. Libraries,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://libguides.colostate.edu/copyright.",,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries (https://rightsstatements.org/page/NoC-US/1.0/). The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",,,,,https://hdl.handle.net/10217/193032,Catalog record number (MMS ID): 991019200609703361; G4314.F67E68 1904 .P3,,,,,,,,,,,,SPEC_CampusMap_1904.pdf,,6/13/25,6/13/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/29,29,42.cpd,/p17393coll70/supp/29/index.pdf
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:30/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:30/info.json,,,Image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/30,30,43.pdfpage,/p17393coll70/image/43.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:31/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:31/info.json,,,Image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/31,31,44.pdfpage,/p17393coll70/image/44.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:32/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:32/info.json,,,Image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/32,32,45.pdfpage,/p17393coll70/image/45.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:33/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:33/info.json,,,Image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/33,33,46.pdfpage,/p17393coll70/image/46.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:34/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:34/info.json,,,Image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/34,34,47.pdfpage,/p17393coll70/image/47.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:35/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:35/info.json,,,Image 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/35,35,48.pdfpage,/p17393coll70/image/48.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:36/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:36/info.json,,,Image 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/36,36,49.pdfpage,/p17393coll70/image/49.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:37/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:37/info.json,,,Image 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/37,37,50.pdfpage,/p17393coll70/image/50.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:38/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:38/info.json,,,Image 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/38,38,51.pdfpage,/p17393coll70/image/51.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:39/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:39/info.json,,,Image 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/39,39,52.pdfpage,/p17393coll70/image/52.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:40/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:40/info.json,,,Image 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/40,40,53.pdfpage,/p17393coll70/image/53.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:41/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:41/info.json,,,Image 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/41,41,54.pdfpage,/p17393coll70/image/54.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:42/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:42/info.json,,,Image 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/42,42,55.pdfpage,/p17393coll70/image/55.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:43/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:43/info.json,,,Image 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/43,43,56.pdfpage,/p17393coll70/image/56.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:44/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:44/info.json,,,Image 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/44,44,57.pdfpage,/p17393coll70/image/57.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:45/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:45/info.json,,,Image 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/45,45,58.pdfpage,/p17393coll70/image/58.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:46/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:46/info.json,,,Image 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/46,46,59.pdfpage,/p17393coll70/image/59.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:47/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:47/info.json,,,Image 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/47,47,60.pdfpage,/p17393coll70/image/60.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:48/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:48/info.json,,,Image 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/48,48,61.pdfpage,/p17393coll70/image/61.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:49/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:49/info.json,,,Image 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/49,49,62.pdfpage,/p17393coll70/image/62.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:50/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:50/info.json,,,Image 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/50,50,63.pdfpage,/p17393coll70/image/63.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:51/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:51/info.json,,,Image 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/51,51,64.pdfpage,/p17393coll70/image/64.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:52/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:52/info.json,,,Image 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/52,52,65.pdfpage,/p17393coll70/image/65.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:53/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:53/info.json,,,Image 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/53,53,66.pdfpage,/p17393coll70/image/66.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:54/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:54/info.json,,,Image 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/54,54,67.pdfpage,/p17393coll70/image/67.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:55/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:55/info.json,,,Image 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/55,55,68.pdfpage,/p17393coll70/image/68.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:56/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:56/info.json,,,Image 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/56,56,69.pdfpage,/p17393coll70/image/69.pdfpage
,not map,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,,,https://archives.mountainscholar.org/iiif/2/p17393coll70:57/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:57/info.json,,,Image 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/57,57,70.pdfpage,/p17393coll70/image/70.pdfpage
