By,"Status (complete, in progress, out of range, not map)",Notes,is_map,root_url,collection,thumbnail,Thumb,IIIF,georeference,Georeference Annotation,local_annotation,XYZ map tiles,Category,Keywords,Scale,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,children,id,geojson,latitude,longitude,area
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/180/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:180/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:180/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12 Sb 4&gt; Sb- 3o Fs- 33 55-7 Ps- 7 /63 yÂ« 5b-*3 5b-23 Pa- /? 735- '8 Z43 Sb- 3&lt;? 5* -37 &s /&lt;&gt; 5t&gt;-/J -Gr- &gt;4 /8 rf- *ss 23? 23? ,. h o ^T- ^b- M 3b-8 4Â° Q &S'T2- r* &lt;Lt - 8 Sb /3 Sâ€™* X- Mb ?7 735--^ /76 &gt; 7 8 &gt; ZÂ±7 sb-r? 5&gt;&gt;-&lt;; 5b 3G R.-28 &lt;3S~ 3 66 3 7 1917 SECTIONS Â©5 - 35"" P-7 I Sb-rs A-J-9 A-l^ 5t&gt;.|Â£6 A - '87 5b- 36 A 3? Gr- *3 8S- ^3 /Â¥3 â– 5 b -8i- â€˜ Po-7 ' 135.3o 7 7^&gt; -/w â€” '^-3b jA-77 Sb - 37- /g Pa - / T /3S 5b - yZ '+! 4- rr/- Pa-34 Mi-fb 7 Aâ€˜ 3J -* 56-Z /^K-g 85- 73S-38 P- AJH^ Pa-n â€”73V ^-*7 3^-3 3 5b-33-./e o^ Gr- Pâ€ž 3&lt;T â€™ 35-*- p;A7 5p-&gt;7 4-^8 4r- Z3$- 7.0 p.x/ 5.-^- 6r^ ^-,Cf Pa -c A&lt; -7 7g /3$- 7 , -V-37 , /r3 "" 7*\ Ps-^ /6a Z?5 56- 23 S'- 5b- & 8 N 8 ? &gt;C- 3 5b- 6 &gt;1 3a 2 G/-- /&lt;â€¢ Pa /?â€¢ ris-7^ rÂ»c- 1",,specm_larimerweld1_1916_v3_special_025.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/180,180,181.jpg,/p17393coll70/image/181.jpg,,p17393coll70-180,,,,
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/181/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:181/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:181/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"â–¡ n n n u â–¡ 1917 SECTIONS W. So 3$ 13 /3s-3* I, k/Z- ? '3 7 C7r ""I 3s d c- ec - /3| b-^-3 :- ~~ 30 ? _ xo ;y- -i-a & n Sc. Q r*-",,specm_larimerweld1_1916_v3_special_026.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/181,181,182.jpg,/p17393coll70/image/182.jpg,,p17393coll70-181,,,,
Bronson,complete,Volume 1 use PLSS,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/182/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:182/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:182/info.json,https://annotations.allmaps.org/images/2b8b95e82703ef8d,annotations/2b8b95e82703ef8d.json,https://allmaps.xyz/images/2b8b95e82703ef8d/{z}/{x}/{y}@2x.png,"historic, boundaries, planningCadastre, location","handDrawn, plss, irrigation, resources",City,specm_larimerweld1_1916_v3_special_027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"â–  'A r **; 2 câ€™ \ , ' TSâ€™'""'^ â– ; â€” 5b @ ^b i L _^. Â£ 0' â€¢ Â® @ JÂ®.(Q&gt; â–  W , \ I V (y - Z . T&gt;^ \ \ F 9 ? ^&gt;,6 11 Ut Â® &lt; ' ' 'â– â– â– â– â– â–  â– â– â– â–  0 01 x- 5"" Â© **"" \ sections az-^a-a^-g^-as-^T q n, RJzkw. S.r^r ^lA1 - 5^^/ /yÂ£i //â€¢"".'! ti J& V Zq'O \ â€™ I \Z \/-' 'P1 - * P' f,_ / | P' - _ r\^g)â€œ^7rK . @ ifi J",,specm_larimerweld1_1916_v3_special_027.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/182,182,183.jpg,/p17393coll70/image/183.jpg,,p17393coll70-182,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/588b1c6dc6cf88ae"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-09-23T17:05:51.454Z"", ""modified"": ""2025-09-23T17:05:51.454Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:182"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:182"", ""type"": ""ImageService2"", ""width"": 2306, ""height"": 3000}, ""gcps"": [{""id"": ""026a190927acceae"", ""index"": 1.0319817798361532, ""resource"": [2127, 1890], ""geo"": [-104.7541244, 40.6257854]}, {""id"": ""3c60191f0685b9d3"", ""index"": 2.162899266520099, ""resource"": [510, 1075], ""geo"": [-104.7919546, 40.6402536]}, {""id"": ""f0135d9056399cec"", ""index"": 0.21294675278049036, ""resource"": [2127, 1084], ""geo"": [-104.7538249, 40.6400264]}, {""id"": ""03b7af6dbfc9a173"", ""index"": 3.8631024348585905, ""resource"": [510, 1890], ""geo"": [-104.7920544, 40.6257096]}], ""resourceMask"": [[507, 275], [506, 2686], [2112, 2689], [2129, 275]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/588b1c6dc6cf88ae"", ""version"": ""https://annotations.allmaps.org/maps/588b1c6dc6cf88ae@cd9a309acf51da16"", ""image"": {""id"": ""https://annotations.allmaps.org/images/2b8b95e82703ef8d"", ""version"": ""https://annotations.allmaps.org/images/2b8b95e82703ef8d@a1f2910408bb4137"", ""canvases"": []}, ""scale"": 0.504837, ""area"": 15278152.67}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.791778451, 40.654424434], [-104.792394203, 40.611609779], [-104.754622698, 40.611560688], [-104.753629898, 40.654428659], [-104.791778451, 40.654424434]]]}}]}",40.63304125,-104.7731017,26.55547896
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/183/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:183/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:183/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I 5 t / - y 6li J 3 v -h -it //.Â» ./z/ . A 36 X- - 30 â€¢ 4$ /â€¢ "" && - X 'â– ' â– . ~ A - 30 61-30 J "" &lt;^y7 $3 3A- 3/ A â–  ~J\ &lt;7f ~3Â£~ 4 ~ '0 SECTIONS e.()Â£Â£;Â£7,E?;j5,31T^-N. R CCw. 191 7 .",,specm_larimerweld1_1916_v3_special_028.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/183,183,184.jpg,/p17393coll70/image/184.jpg,,p17393coll70-183,,,,
Bronson,Complete, Volume 1 use PLSS,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/184/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:184/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:184/info.json,https://annotations.allmaps.org/images/ff027e041cac0797,annotations/ff027e041cac0797.json,https://allmaps.xyz/images/ff027e041cac0797/{z}/{x}/{y}@2x.png,"historic, boundaries, planningCadastre, location","handDrawn, plss, irrigation, resources",City,specm_larimerweld1_1916_v3_special_029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7S, â€™ v5)Â©p."" X i r^T â€” '$ 'P iwM , Â©-ft' I lÂ®\' S ""â€™ 'i! i &gt;u $ '4&gt; S A* \ & X ,g&gt; ;@ j /(fa â€” r 1 -c^ Â® * a:Â®"" Tj \ @ : T ''- va &lt;\@â€™/' .9 â€™?* ,\'tÂ» '9*1 *â€™.- %zÂ©\ _i_ â€”â€”i ._jâ€” Tâ€”â€”N. R_ 'L/ \ . \ Â® 7^â€” â–  ' Â® â– â–  Â® â€” - VoXA Â® vÂ® â€” sÂ») â€”â€” Â® X Â® 2 "" ) f?-' I -^'po â€”'â€”- AAAX '.!Â®l V \ â–  â€˜ ; a fcWfâ€™ TX â€¢f ^1S5Â®VH .â–  1",,specm_larimerweld1_1916_v3_special_029.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/184,184,185.jpg,/p17393coll70/image/185.jpg,,p17393coll70-184,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/eab503b4e35a25cc"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-09-23T17:07:50.685Z"", ""modified"": ""2025-09-23T17:07:50.685Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:184"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:184"", ""type"": ""ImageService2"", ""width"": 2323, ""height"": 3000}, ""gcps"": [{""id"": ""4420b5e1152ea53f"", ""index"": 0.4161440046996907, ""resource"": [2113, 1084], ""geo"": [-104.7545002, 40.5969897]}, {""id"": ""8a1127dceb76a5b2"", ""index"": 1.3032445719230246, ""resource"": [492, 273], ""geo"": [-104.791889, 40.6108833]}, {""id"": ""e8aea9159c021a4d"", ""index"": 2.75729607370012, ""resource"": [487, 1885], ""geo"": [-104.7926411, 40.5822338]}, {""id"": ""edbbf7563c9a6af4"", ""index"": 3.98947936066907, ""resource"": [2122, 1912], ""geo"": [-104.7543249, 40.5824805]}], ""resourceMask"": [[488, 268], [478, 2706], [2116, 2721], [2118, 272]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/eab503b4e35a25cc"", ""version"": ""https://annotations.allmaps.org/maps/eab503b4e35a25cc@6033f644bcf69d7b"", ""image"": {""id"": ""https://annotations.allmaps.org/images/ff027e041cac0797"", ""version"": ""https://annotations.allmaps.org/images/ff027e041cac0797@8c8ed54da2e2a76c"", ""canvases"": []}, ""scale"": 0.507283, ""area"": 15515654.89}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.792040246, 40.610929153], [-104.793055836, 40.567722525], [-104.75483955, 40.568062482], [-104.754007102, 40.611461079], [-104.792040246, 40.610929153]]]}}]}",40.58952625,-104.7734718,26.93346694
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/185/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:185/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:185/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SECTIONS N, RW. / 33 \ ,4 - AW / ^y ? dzZ ~ 4 - 4 6,-) 7- 6&gt; 3. rot- ,7& &lt; â€¢â€¢ &gt; â€¢ 4s ' ' &lt;2 ~3 (""â€¢ c - A- } , A I b- â€” V \x A 3s â€™ V' - Gr:_&lt;2. - 4 & ^*7^ /â– â– / C '7 â€”_ ' ' '-&lt; - /Â« 135 \ A' Z33~# / /?â€ž 5 &gt;4.5â€œ /X / 53 \ A "" 3^ ""X? 33 X-^r- 3^ -Z^r-3 ' - y.jr () r â–  j *â–  7 a /r j&gt; c/ _3&- 4-3 &r f ~3 . .â€”3^ â– â–  35""- ' 3' s-/ J ?^7"" / ~^~ A~ 33 & C "" ~ â€Â£53' Z^_^_ C~ 5 3^-^-",,specm_larimerweld1_1916_v3_special_030.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/185,185,186.jpg,/p17393coll70/image/186.jpg,,p17393coll70-185,,,,
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/186/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:186/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:186/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5b So- Po 5b- Sb - ilG Re-/So -2&gt;&lt;* s?3 ^7 &gt;7 /^6 //3 5e&gt; - 11 ""â–  Gr- 4o %-9o 5b- 7o frs- f Gr-Zl Bs- 2 3 A, -//O 3Â«7 3/7 35- 7 Sb 3t r&gt; - ouf- -13 â– 54,-/ J*-?* ?3 5b - 3r Sb- sÂ« Gr- '8 Gr- tl Sâ€™ 5t&gt;-1-7 J$7 A-l*Q&gt; Gr 3S-/6 Â« /â€™o- -4? 9 AT? Sb - W Po-rc /3 i /3 J"" Sb- 3/ /^r SECTIONS 19TZ /* d - 35- 5b- W A - &gt;4* 5b-/x 4 - J""4 Sb-?r A-lAq Gr- ^2- pc-f/O 35-^ 3 J' Gr- WS ?o- n - 3 &gt;a So- 3o A - ^7 Po- 7 /35 ^7 4- 3r Gr- A-3o 'Z Gr- /G 4-xl Pc-3p _ - - lii-fQ Sb- 2-'A A - 27 Po.S'^ Gr- p^-T.! Gr- '84 ?o r -3^-/6 ^2 Gr-i^ Po-3^ QG-IG out â€˜7 3 Sb- 7 /3â€˜â€™'/â€™r&lt;â€™_ /3s- I2~ G- 3 ?Â£,355 au/-/^ p- *L â€¢^-Â« - /*+ 4, 3b- 3^ Z|- -4o Gr-37 Po- 3^ sb-r A-3! Gr-6& dÂ»-/xo 6s-/^ - o&lt;.-3l 7-^7 __ Po- &gt; n*- 7 j-t- W rt77 A 7Â° Gr-^3 p&gt; - 8&lt;&gt; 135- 7",,specm_larimerweld1_1916_v3_special_031.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/186,186,187.jpg,/p17393coll70/image/187.jpg,,p17393coll70-186,,,,
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/187/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:187/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:187/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECTIONS W ?C 62- Mâ–  o O -4 vâ€” V % % â€”X- -e ox,,specm_larimerweld1_1916_v3_special_032.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/187,187,188.jpg,/p17393coll70/image/188.jpg,,p17393coll70-187,,,,
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/188/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:188/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:188/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SECTIONS T N. RW. 191 Â® A I i Â© i . i , i o/TK / Â® u * ~j A _ I I j4J @ !| â€” /Â®"" \ .""-(X . vÂ». & g&gt; f - f&gt;; Â©, Â® 1(g) &lt; 1- â– â€” \ S -Â® te- â€” \pr VJ \ â€ & â€¢- ' X 'z- â€™ \ Z ' f â€” ', '. \ i9 X&gt; I p W' &lt; â–  Â® â–  v,b Â® 1 'Â© â€” ./ .. â€” s^- â€” pb $)\ ^/'x -..., I â€”",,specm_larimerweld1_1916_v3_special_033.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/188,188,189.jpg,/p17393coll70/image/189.jpg,,p17393coll70-188,,,,
,,probably skip,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/189/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:189/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:189/info.json,,,,historic,,,specm_larimerweld1_1916_v3_special_034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECTIONS 191,,specm_larimerweld1_1916_v3_special_034.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/189,189,190.jpg,/p17393coll70/image/190.jpg,,p17393coll70-189,,,,
